Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Property Type,Property Type - Self Selected,Year Built,Energy Audit Due Date,Energy Audit Status,2020 Benchmark Status,2020 Reason for Exemption,2019 Benchmark Status,2019 Reason for Exemption,2018 Benchmark Status,2018 Reason for Exemption,2017 Benchmark Status,2017 Reason for Exemption,2016 Benchmark Status,2016 Reason for Exemption,2015 Benchmark Status,2015 Reason for Exemption,2014 Benchmark Status,2014 Reason for Exemption,2013 Benchmark Status,2013 Reason for Exemption,2012 Benchmark Status,2012 Reason for Exemption,2011 Benchmark Status,2011 Reason for Exemption,2020 ENERGY STAR Score,2020 Site EUI (kBtu/ft2),2020 Source EUI (kBtu/ft2),2020 Percent Better than National Median Site EUI,2020 Percentage Better than National Median Source EUI,2020 Weather Normalized Site EUI (kBtu/ft2),2020 Weather Normalized Source EUI (kBtu/ft2),2019 ENERGY STAR Score,2019 Site EUI (kBtu/ft2),2019 Source EUI (kBtu/ft2),2019 Percent Better than National Median Site EUI,2019 Percentage Better than National Median Source EUI,2019 Weather Normalized Site EUI (kBtu/ft2),2019 Weather Normalized Source EUI (kBtu/ft2),2018 ENERGY STAR Score,2018 Site EUI (kBtu/ft2),2018 Source EUI (kBtu/ft2),2018 Percent Better than National Median Site EUI,2018 Percent Better than National Median Source EUI,2018 Weather Normalized Site EUI (kBtu/ft2),2018 Weather Normalized Source EUI (kBtu/ft2),2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Percent Better than National Median Source EUI,2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percent Better than National Median Source EUI,2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Percent Better than National Median Source EUI,2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Percent Better than National Median Source EUI,2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Percent Better than National Median Source EUI,2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Percent Better than National Median Source EUI,2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/ft2),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Percent Better than National Median Source EUI,2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2)
3717/002,Spear Street Sapphire LLC,124 SPEAR ST,94105,22746,Commercial,Office,1918,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,23.6,66.2,-56.8,-56.8,23.6,66.2,85,30.4,85.1,-44.5,-44.5,30.9,86.6,71,36.4,101.8,-26.3,-26.3,36.4,101.8,87,31.3,98.2,-41.5,-41.5,31.8,99.8,83,33.7,106,-35.6,-35.6,34.7,108.8,81,35.5,111.6,-34,-34,36.2,113.7,81,36.8,109.7,-33.6,-33.6,37.8,113,79,40.1,117.1,-31,-31,40.2,117.2,,,,,,,,,,,,,,
1401/002,32nd Ave & Clement St,3132 CLEMENT ST,94121,16669,Commercial,Supermarket/Grocery Store,2002,2017-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,123,386.2,-3.4,-3.4,123,386.2,78,109.4,343.5,-18.6,-18.6,109.4,343.5,,,,,,,,,,,,,,
4015/003,2650 18TH ST,2650 18TH ST,94110,51561,Commercial,Manufacturing/Industrial Plant,1931,2021-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Tenant Turnover,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,31.2,,,12.7,33.7,,13.7,35.4,,,13.1,34.8,,,,,,,,,,,,,,
5423A/012,2540 Newhall St.,2540 NEWHALL ST.,94124,34500,Commercial,Other,0,2014-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240/042,Meals on Wheels,1375 FAIRFAX AVE,94124,20000,Commercial,Other - Services,1983,2019-04-01 0:00:00,Pending - Waiting for Clarification,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,187.1,86.4,86.4,89.6,187.4,,87.2,180.1,79.4,79.4,83.6,176.8,,,,,,,,,,,,,,
3514/030,Speyer & Schwartz,1663 MISSION ST,94103,91995,Commercial,Office,1925,2021-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Complied,,,,,,,,,99,20.8,37.8,-73.3,-73.3,22.2,39.3,98,22.1,41.1,-69.7,-69.7,21.7,40.7,100,24.3,48.6,-74.7,-74.7,26.2,50.6,100,24.9,47.7,-74.8,-74.8,27.9,50.9,100,19.7,42.3,-78,-78,20.9,43.6,100,22.6,48.5,-74.4,-74.4,25,51,100,23.4,46.9,-75.9,-75.9,23.8,47.2,,,,,,,,100,39,,-73.4,,39,
0252/021,1245 CALIFORNIA ST,1245 CALIFORNIA ST,94109,52800,Multifamily,,1924,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722/069,647 MISSION ST,647 MISSION ST,94105,40200,Commercial,Office,1907,2022-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,,24.2,54.8,-61.8,-61.8,27.1,57.9,91,29.6,65.5,-54.4,-54.4,31,67,93,23.7,56,-57,-57,23.4,55.7,,,,,,,,85,32.8,93.2,-38.2,-38.2,33.9,94.3,86,30.7,90.5,,,30.7,89.3,86,29.4,88.4,-40.5,-40.5,30.1,89.1,93,28.7,75.5,-50.8,-50.8,28.7,75.6,,,,,,,,,,,,,,
0296/013,575 Sutter St,575 SUTTER ST,94102,33000,Commercial,Office,1919,2021-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,24.4,54,-50.7,-50.7,24.6,54.2,89,26.1,62.1,-43,-43,26.8,62.9,90,22.5,58.7,-45.5,-45.5,23.8,60.1,86,29.7,68.6,-40.1,-40.1,29.7,68.6,99,18.2,50.7,-69.6,,18.2,50.7,,,,,,,
0097/013,1150 UNION ST,1150 UNION ST,94109,61657,Mixed Residential,,1930,,,Violation - Did Not Report,,Violation - Insufficient Data,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0162/009,648 PACIFIC AVE,648 PACIFIC AVE,94133,52529,Mixed Residential,,1911,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324/024,O'Farrell Towers,477 OFARRELL ST,94102,88860,Mixed Residential,Multifamily Housing,1986,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,29.7,48.6,-44.2,-44.2,30.2,49.2,98,31.5,50.7,-42.3,-42.3,31.9,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705/012,CA800_Building 00M,351 KING ST,94158,156227,Mixed Residential,Multifamily Housing,2006,,,Violation - Insufficient Data,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,83,32.2,67.9,-23.2,-23.2,32.6,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349/014,Dorothy Day Community,54 MCALLISTER ST,94102,77963,Multifamily,Multifamily Housing,1986,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,48.8,76.7,-21.5,-21.5,49.6,77.6,92,40.4,66.9,-32,-32,40.4,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0694/011,Concordia Argonaut - 1142 Van Ness,1142 VAN NESS AVE,94109,50540,Commercial,Fitness Center/Health Club/Gym,1909,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Change in Ownership,Exempt,Change in Ownership,Complied,,Complied,,,55.4,78.9,-29.6,-29.6,60.8,84.5,,67.3,112.6,0.6,0.6,67.3,112.6,,98,142.9,27.6,27.6,98,142.9,,113.2,179.6,85.5,85.5,113.2,179.6,,122.4,194.2,100.6,100.6,122.4,194.2,,98.9,182.2,88,88,98.1,181.3,,,,,,,,,,,,,,,,150.2,270.8,285.1,,150,271.2,,155.7,,296.6,,149.9,
0309/021,250 STOCKTON ST,250 STOCKTON ST,94108,20986,Commercial,Office,1908,2021-04-01 0:00:00,Pending - Contracted,Complied,,Complied,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Exempt,SqFt Not Subject This Year,,18.1,50.8,-55.2,-55.2,18.1,50.8,,20.5,57.5,-49.3,-49.3,20.1,56.2,,,,,,,,66,35.1,110.4,-17.3,-17.3,34.6,108.6,61,36.4,114.3,-12.1,-12.1,36.4,114.3,82,30.5,95.7,-35,-35,30.1,94.6,100,8.1,25.5,-82.5,-82.5,8.1,25.5,100,8.5,26.8,-81.8,-81.8,8.5,26.8,,,,,,,,,,,,,,
3924/008,LBRACC,201 ALABAMA ST,94103,72400,Commercial,Hospital (General Medical & Surgical),0,2019-04-01 0:00:00,Pending - Contracted,Violation - Insufficient Data,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,100,103,169.5,-56.2,-56.2,105.8,172.4,100,109.7,194.7,-52.2,-52.2,111.9,196.9,99,134.4,237.1,-41.4,-41.4,136.3,239.1,88,151.1,312.7,-23,-23,152.3,311.4,53,177.3,359.5,-1.7,-1.7,179.5,355.5,,189.4,365.9,-6.1,-6.1,186.6,365.3,,184.6,371.9,-5.8,,185.2,373.9,,169.5,,-13.7,,165.6,
5431A/016-A,1819 Egbert Ave,1819 EGBERT AVE,94124,27440,Commercial,Non-Refrigerated Warehouse,1983,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,4.9,13.7,-48.2,-48.2,4.9,13.7,79,5.1,14.2,-46.3,-46.3,5.1,14.2,79,5.2,14.5,-45.8,-45.8,5.2,14.5,65,6.1,19.1,-21.6,-21.6,6.1,19.1,64,6.1,19.2,-20.6,-20.6,6.1,19.2,68,5.6,17.7,-26,-26,5.6,17.7,57,6.4,20.2,-10.2,-10.2,6.4,20.2,68,6.2,19.4,-25.3,-25.7,6.2,19.4,62,6.9,21.8,-17.9,-17.1,6.9,21.8,,,,,,,
5230/018,Domestic Cheese Building,450 TOLAND ST,94124,53000,Commercial,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1969,2022-04-01 0:00:00,Upcoming,Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Complied,,Complied,,Violation - Did Not Report,,Complied,,,106,153.3,58.3,58.3,111.5,159.1,,102.9,149.2,54,54,104.5,150.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,45.3,142.1,16.3,16.3,43,135,40,40.8,128.1,15.3,15.3,40.8,128.1,,,,,,,,68,26.1,,-25,,26.1,
8709/008,1650 Owens Street,1650 OWENS ST,94107,200280,Commercial,Laboratory,0,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,255.3,472.9,48.6,48.6,254.6,471.1,,301.8,536.5,68.6,68.6,301.8,536.6,,275.2,520.5,63.6,63.6,275.4,521.3,,317.8,626.3,408.7,408.7,318.6,625,,312.5,608.9,394.6,394.6,311.6,606.2,,254.5,538.3,337,337,256.3,536.4,,255.6,541.2,339.6,339.6,260.7,539.1,,248,511.6,315.4,315.6,244.7,510.6,,212,466.5,279.2,279,213.6,471.8,,209.2,,278.1,,211.3,
0174/003,633 Battery,617 BATTERY ST,94111,119099,Commercial,Office,1906,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,31,64.7,-59.4,-59.4,33.3,67.1,91,38.8,81.1,-54.6,-54.6,40.4,82.8,86,42.9,89.6,-45.1,-45.1,42.4,89.1,96,37.9,93.8,-56.7,-56.7,39,94.4,95,40,97.7,-54.2,-54.2,41.7,99.5,94,40.9,101.8,-53,-53,41.8,102.1,93,42.8,106.8,-49.8,-49.8,45.1,109.2,90,47.8,114.4,-44.7,-44.7,48,114.6,89,52.6,136.7,-43.4,,52.2,136.3,93,35.9,,-50.6,,36.9,
1202/002J,616 DIVISADERO ST,616 DIVISADERO ST,94117,30108,Commercial,Bar/Nightclub,1926,2020-04-01 0:00:00,Pending - Contracted,Violation - Did Not Report,,Complied,,Complied,,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,,,,,,,,,23.8,48.3,-83.7,-83.7,23.9,48.3,,25.1,48.9,-83.5,-83.5,26.5,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967/005,320 ALABAMA ST,320 ALABAMA ST,94110,70752,Mixed Residential,,2002,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0643/017,1656 CALIFORNIA ST,1656 CALIFORNIA ST,94109,16702,Commercial,Office,1968,2014-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0268/012,Exchange Block Building,369 PINE ST,94104,72514,Commercial,Office,1918,2019-04-01 0:00:00,Exempt - ENERGY STAR,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,,30.5,53,-68.5,-68.5,36.6,59.4,86,36.3,64.2,-45.8,-45.8,38.4,66.4,85,36.4,65.8,-45,-45,36.3,65.7,88,48.4,100.8,-42.1,-42.1,51.1,103.7,94,50.6,104.1,-52.1,-52.1,54.7,108.4,94,47.8,103.7,-53,-53,50.5,106.6,91,49.7,108.9,-47.3,-47.3,54.3,113.8,87,58.3,122.8,-42,-42,58.7,123.2,86,64.3,139.6,-39.6,,63.3,138.5,,,,,,,
0165/021,Broadway Sansome Family Housing,799 BATTERY ST,94111,74268,Multifamily,Multifamily Housing,,,,Violation - Insufficient Data,,Violation - Insufficient Data,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0327/001,55 Stockton,55 STOCKTON ST,94102,135358,Commercial,Other,1989,2022-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,25.8,72.3,-19,-19,25.8,72.3,,30.9,86.6,-3,-3,30.5,85.4,96,21,58.5,-60.5,-60.5,21,58.5,98,25.2,75.9,-65.1,-65.1,25,75.2,97,25.6,77.8,-63.6,-63.6,25.4,76.9,97,25.9,79.7,-63,-63,25.7,79,97,26.9,82.3,-61.6,-61.6,26.7,81.3,95,33.1,100.6,-57.8,-57.8,33,100.5,96,32.9,104.9,-58.9,,33.2,105.9,90,34.4,,-47.1,,34.4,
8721/032,ARE 455 Mission Bay,455 MISSION BAY BLVD SOUTH,94158,219588,Commercial,Laboratory,2009,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,229.6,432.9,36,36,230.7,432.4,,232.8,449.8,41.3,41.3,233.5,449.1,,238.6,455.8,43.2,43.2,243,460.8,,224,473.4,284.5,284.5,226.7,474.3,,211.4,466.9,279.2,279.2,217.3,471.4,,203.4,448.7,264,264,203.2,448.2,,224.9,469.9,281.6,281.6,228.2,464.5,,231.4,463.3,276.3,276.4,229.6,465,,225.3,458.3,231.3,,224.7,460.6,,205.9,,157.3,,210.4,
3752/394,821 FOLSOM ST,821 FOLSOM ST,94107,131088,Mixed Residential,,2004,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547/017,333 Valencia Owner LLC,333 Valencia St,94103,54000,Commercial,Unknown,1919,2022-04-01 0:00:00,Upcoming,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Vacancy,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411/001,401 TARAVAL ST,401 TARAVAL ST,94116,20400,Commercial,Worship Facility,1972,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Violation - Did Not Report,,,6.8,17.8,-71.3,-71.3,6.9,17.9,91,11.4,29.6,-52.5,-52.5,11.5,29.8,94,10,26.6,-56.8,-56.8,10.2,26.8,100,9.9,29.2,-62,-62,10.1,29.4,,8.7,25,-64.6,-64.6,9.1,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7334/001,500 ARBALLO DR,500 ARBALLO DR,94132,155225,Mixed Residential,Multifamily Housing,1951,,,Violation - Insufficient Data,,Complied,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,100,16,23.3,-78.1,-78.1,16,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0195/004,33 COLUMBUS AVE,33 COLUMBUS AVE,94111,14190,Commercial,Other,1913,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016/002,580 YORK ST,580 YORK ST,94110,17734,Commercial,Office,1918,2021-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,27.4,59.4,-49,-49,27.5,59.6,,22.8,54.6,-53.1,-53.1,23.5,55.4,100,19.4,53.7,-71.5,-71.5,19.4,53.7,99,18.1,50.2,-70,-70,18.5,50.6,100,16.9,44.8,-72.6,-72.6,17.1,45.1,100,17.6,40.3,-77.4,-77.4,16.4,39.1,,,,,,,,,,,,,,
4294/017,1405 MINNESOTA ST,1405 MINNESOTA ST,94107,14500,Commercial,Office,1962,2018-04-01 0:00:00,Pending - Waiting for Clarification,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,55.9,141.7,2,2,59.1,145,50,55.1,137.5,-1.1,-1.1,56.9,139.3,46,55.3,137.6,4.4,4.4,54.8,137.1,50,54.8,136.8,-1,-1,56.5,138.6,96,33.3,79.4,-57.6,-57.6,33.3,79.4,99,24,59,-69,-69,26,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930A/002,Safeway 1490,2300 16TH ST,94103,226487,Commercial,Strip Mall,0,2021-04-01 0:00:00,Pending - Contracted,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Complied,,,71.1,171.9,-24.9,-24.9,71.5,172.4,,78.6,188.1,-17.8,-17.8,78.4,187.4,,79.9,190.1,-16.9,-16.9,80.1,190.5,,79.9,219.8,-7.5,-7.5,79.5,218.3,,102.9,271.9,14.5,14.5,102.6,270.6,,104.9,279.1,18,18,104.4,276.6,,96,276,16.2,16.2,96,276,,92,265.9,11.9,11.9,92,265.9,,,,,,,,52,217.1,,-1.7,,217.1,
5587/004-B,2160-2196 Palou Ave,2160 PALOU AVE,94124,39230,Commercial,Non-Refrigerated Warehouse,1947,2020-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,,,,,,,,,,,,,,,93,11.8,26.6,-69.9,-69.9,12.4,27.3,98,13.2,31.8,-75.7,-75.7,14,32.7,99,11.4,27.5,-77.9,-77.9,13.1,29.3,99,10.6,25.3,-80,-80,11.3,26.1,99,10.9,26.2,,,10.9,26.2,,15.4,34.3,-72.6,-72.6,14.2,32.9,,,,,,,,,,,,,,
6474/034,765 MORSE ST,5655 MISSION ST,94112,15444,Commercial,Worship Facility,1939,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,,30.9,61.2,10.2,10.2,31.7,62.1,28,40.4,78.6,40.6,40.6,40.6,78.9,23,42.5,84.8,54.6,54.6,44,86.4,84,42.1,92.4,-38.8,-38.8,43.4,93.7,80,38.2,83.3,-33.9,-33.9,41.3,86.5,89,37,80.2,-46,-46,39.1,82.5,80,34.6,76.2,-33.5,-33.5,39,80.8,83,39.2,76,-37.4,-37.4,37.1,73.9,,,,,,,,,,,,,,
3763/116,401 03RD ST,401 3RD ST,94107,115075,Mixed Residential,Multifamily Housing,1997,,,Violation - Insufficient Data,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,95,46.8,106,-39.1,-39.1,46.8,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7518/036,5173 DIAMOND HEIGHTS BLVD,5173 DIAMOND HEIGHTS BLVD,94131,70748,Mixed Residential,,1980,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0451/133,1050 NORTH POINT ST,1050 NORTH POINT ST,94109,288168,Mixed Residential,,1961,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571/051,1296 Shotwell,1296 Shotwell St,94110,66153,Multifamily,,1948,,,Violation - Insufficient Data,,Exempt,Added After Benchmark Year,Exempt,Change in Ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0835/002,1444 MARKET ST,1444 MARKET ST,94102,23260,Commercial,Office,1913,2020-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,82,24.3,67.7,-39.8,-39.8,24.3,67.7,92,24.6,76.6,-49.1,-49.1,24.6,76.6,91,25.1,78.1,-47.3,-47.3,25.1,78.1,88,27.4,85.6,-42,-42,27.4,85.6,87,28,87.2,-40.5,-40.5,28,87.2,89,27.6,86.1,-43.8,-43.8,27.6,86.1,,,,,,,,,,,,,,
3706/074,Westin San Francisco Market Street,50 3RD ST,94103,525313,Commercial,Hotel,1983,2023-04-01 0:00:00,Upcoming,Exempt,Change in Ownership,Exempt,Change in Ownership,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,90,65.9,129.7,-35.5,-35.5,65.9,129.7,97,41.4,100.7,-49.9,-49.9,41.4,100.7,,,,,,,,,,,,,,,,,,,,,,90,47.3,131.3,-38.6,-38.5,47.5,131.5,87,50,137.6,-35.6,-35.6,50.7,139.2,88,50.1,137.3,-36.3,-36.3,50.5,137.7
3744/00-B,75 FOLSOM ST,75 FOLSOM ST,94105,73700,Mixed Residential,,1991,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
